3806.2727 54.982758 5.8616977
3807.1504 62.604507 6.1072383
3808.0261 59.565502 6.002362
3808.9043 56.860134 5.959868
3809.7805 53.543392 5.801706
3810.659 43.955563 5.607949
3811.5356 33.042366 5.3549304
3812.4126 27.307219 5.1533866
3813.2917 25.496002 5.0593667
3814.169 15.922599 4.8624697
3815.0483 21.409826 4.982162
3815.926 17.98505 4.9773865
3816.806 21.789198 5.07891
3817.684 23.591433 5.1073236
3818.5623 22.566296 4.9817286
3819.4429 21.941242 4.961372
3820.3215 23.65356 4.8880577
3821.2024 26.81583 4.9022307
3822.0815 19.11518 4.6367025
3822.963 20.630161 4.6164002
3823.8423 24.587942 4.6507463
3824.724 23.159504 4.5996814
3825.604 22.77396 4.506083
3826.4841 20.481464 4.464986
3827.3665 21.500256 4.461571
3828.2468 21.722956 4.6526146
3829.1296 17.246365 4.644767
3830.0105 18.856005 4.7576056
3830.8938 22.640665 4.775803
3831.7751 21.125275 4.7599816
3832.6565 22.344433 4.676332
3833.5403 24.852102 4.6661415
3834.4224 32.290314 4.692654
3835.3064 36.36378 4.6668773
3836.1887 37.421368 4.572035
3837.0735 34.467884 4.4792895
3837.956 24.227179 4.320118
3838.839 18.161383 4.2816715
3839.7244 28.29908 4.432131
3840.6077 30.183321 4.5169654
3841.4932 29.055965 4.552282
3842.377 31.90556 4.598377
3843.263 24.65023 4.386726
3844.1472 28.573864 4.3389606
3845.0315 34.239616 4.3724713
3845.9182 31.420807 4.269288
3846.803 28.859074 4.221077
3847.69 30.08721 4.246891
3848.5752 29.541119 4.236733
3849.4626 29.54281 4.124541
3850.3481 30.42074 4.095722
3851.234 30.09263 4.058707
3852.122 27.487988 4.0179424
3853.0083 29.369215 4.0819025
3853.8967 29.630075 4.1349397
3854.7832 25.038342 4.0785093
3855.672 26.867203 4.429777
3856.559 35.59862 4.61803
3857.4463 28.72544 4.4507732
3858.336 34.715744 4.158003
3859.2234 42.688705 4.2800446
3860.1135 25.891493 4.0016026
3861.0015 39.903854 4.455098
3861.8918 41.504074 4.591919
3862.7803 41.912964 4.5386453
3863.6687 42.017128 4.364784
3864.5598 34.191906 4.250369
3865.4487 37.42004 4.209157
3866.34 37.451157 4.1932254
3867.2297 34.479576 4.059451
3868.1213 35.386887 4.0850854
3869.0112 30.576704 3.8994174
3869.9014 29.722893 3.9740603
3870.7937 25.990265 3.857969
3871.684 27.494099 3.8973298
3872.577 36.667477 4.022933
3873.4678 38.50082 4.132331
3874.361 29.719503 4.008962
3875.2524 29.430822 3.9781175
3876.1438 32.334774 4.0386972
3877.0376 29.175661 3.9075603
3877.9297 23.817059 3.8277967
3878.8237 24.550833 3.7795336
3879.716 22.229141 3.7103946
3880.6108 24.765776 3.7774737
3881.5037 28.22825 3.821466
3882.3965 31.654264 3.8907843
3883.2917 39.781464 4.099659
3884.185 37.5745 4.133512
3885.0808 30.486177 4.015214
3885.9746 37.77903 4.102545
3886.8706 38.74254 4.094614
3887.765 38.334003 4.116386
3888.6592 34.488705 4.0203805
3889.556 25.621979 3.8516924
3890.4507 27.763498 3.8988335
3891.348 38.965492 4.0449595
3892.243 40.66713 4.1155086
3893.1406 38.060276 4.061175
3894.0361 36.64772 3.9808064
3894.934 35.60676 3.8835945
3895.83 33.996204 3.8341172
3896.7263 34.617992 3.8005564
3897.625 31.156511 3.781441
3898.5215 32.024258 3.8276355
3899.4207 32.750053 3.8390427
3900.3176 29.724918 3.7831824
3901.217 28.121296 3.7040815
3902.1145 29.754152 3.6514988
3903.0122 29.942001 3.66419
3903.912 22.646055 3.5201955
3904.8103 23.120008 3.4860313
3905.7107 26.473305 3.4721074
3906.6094 27.146269 3.5033476
3907.51 30.257626 3.5728004
3908.409 28.166283 3.635664
3909.308 22.904196 3.6282694
3910.2097 24.237595 3.726262
3911.1091 25.869009 3.727114
3912.011 21.295397 3.630487
3912.9111 27.540909 3.532434
3913.8132 21.757875 3.3795612
3914.7136 22.560875 3.220394
3915.6143 14.826791 3.0681522
3916.517 20.682436 3.146038
3917.4182 30.288036 3.316352
3918.3215 27.1668 3.5123553
3919.223 19.131691 3.466484
3920.1267 18.20662 3.2554
3921.0286 20.461115 3.190128
3921.9307 24.702757 3.2307932
3922.835 26.748869 3.2302027
3923.7373 24.975613 3.1517231
3924.642 28.188046 3.214765
3925.5452 34.055122 3.3011146
3926.4502 30.692509 3.2423995
3927.3535 32.964718 3.2921472
3928.257 38.678864 3.3530977
3929.1628 35.813725 3.367241
3930.0667 37.100014 3.3322537
3930.9731 34.608315 3.2722633
3931.8774 34.62788 3.2150447
3932.784 30.614437 3.1786602
3933.6887 32.785015 3.1770923
3934.5938 31.181992 3.100646
3935.501 33.670036 3.1447008
3936.4062 36.93156 3.207177
3937.3142 33.103256 3.1906571
3938.22 29.848751 3.1677644
3939.128 31.08519 3.261718
3940.0342 23.799091 3.1309946
3940.9407 25.661964 3.196809
3941.8494 26.409647 3.2611794
3942.756 28.333231 3.3036873
3943.6653 27.687748 3.334212
3944.5725 35.156242 3.4627328
3945.4822 33.606976 3.4963505
3946.39 31.939848 3.463182
3947.2979 34.43998 3.5038228
3948.208 35.07499 3.5310073
3949.1162 36.425262 3.600027
3950.0269 25.442667 3.433867
3950.9355 29.90835 3.5448833
3951.8467 33.881504 3.6498861
3952.7559 23.05179 3.5096471
3953.665 32.101154 3.6851594
3954.577 33.44757 3.8044703
3955.4866 29.561651 3.8541965
3956.3987 29.796167 3.893915
3957.3088 32.71384 3.9718983
3958.2214 34.86646 4.008447
3959.132 30.71834 3.903726
3960.045 31.425756 3.8821049
3960.956 29.23626 3.7904074
3961.8672 40.60714 3.8882935
3962.7808 34.045105 3.660615
3963.6924 33.360603 3.520247
3964.6064 38.49398 3.51755
3965.5186 39.89711 3.4686394
3966.4329 35.29636 3.3216386
3967.3455 30.233025 3.1661265
3968.258 31.445349 3.0614908
3969.173 26.608028 2.9764616
3970.0862 24.363817 2.866729
3971.0017 19.294106 2.8265555
3971.9153 37.489883 3.1355205
3972.8313 33.951496 3.1291564
3973.745 34.69556 3.1514606
3974.6592 32.174057 3.122399
3975.576 31.799452 3.1365616
3976.4905 39.171097 3.2264981
3977.4075 37.516827 3.2039752
3978.3225 32.310246 3.0268457
3979.2397 34.3486 3.076161
3980.1553 35.128853 3.1061902
3981.0708 40.289345 3.1898003
3981.9888 36.92308 3.1141322
3982.905 37.736885 3.1296067
3983.8232 37.276524 3.1144474
3984.7397 38.620094 3.0967295
3985.6587 39.637028 3.066636
3986.5757 38.296505 3.042793
3987.4927 39.437195 3.0688415
3988.412 34.04411 3.0306768
3989.3298 35.36627 3.0356576
3990.2498 39.605583 3.0988655
3991.1677 44.163002 3.1480854
3992.088 40.432434 3.1007903
3993.0063 38.83268 3.0510054
3993.925 39.902332 3.080677
3994.846 40.820496 3.1083279
3995.765 42.85829 3.1455495
3996.6863 45.454132 3.176204
3997.6057 44.858143 3.1764498
3998.5276 42.31268 3.1623673
3999.4475 39.867504 3.140121
4000.3674 38.72506 3.1613536
4001.29 45.439735 3.206791
4002.2104 38.74032 3.0080934
4003.1333 36.83211 2.9212613
4004.0544 33.471058 2.8455367
4004.9775 29.416721 2.776091
4005.899 33.203033 2.8442748
4006.8206 35.646885 2.8844252
4007.7446 36.27307 2.9014306
4008.6665 35.600872 2.893466
4009.5908 33.62013 2.900488
4010.5132 39.76079 2.9631114
4011.438 23.279993 2.7215972
4012.3608 21.80906 2.6776547
4013.284 23.236937 2.6825757
4014.2095 24.275726 2.6462781
4015.1328 25.25902 2.6197753
4016.0588 21.71017 2.5995474
4016.9827 17.254671 2.7060945
4017.909 14.085228 2.6721063
4018.8333 15.291476 2.6991973
4019.7578 15.088458 2.7330883
4020.6848 23.79465 2.7184439
4021.6096 24.488758 2.6697798
4022.537 27.670847 2.73038
4023.4624 23.884617 2.7067478
4024.3901 30.018187 2.8221824
4025.3162 36.021893 2.926825
4026.2422 27.509933 2.8146636
4027.1704 27.812342 2.7856667
4028.097 31.252882 2.839247
4029.026 37.240273 2.9252613
4029.9526 36.502533 2.9611027
4030.882 29.497963 2.876951
