3621.6	1049.4900551408246
3623.1	1050.4113290141504
3624.6	1051.3311851822127
3626.0	1052.1884398977
3627.5	1053.1055595947964
3629.0	1054.0212661636815
3630.4	1054.8746520475233
3631.9	1055.7876309881722
3633.4	1056.6992013712188
3634.9	1057.6093647533398
3636.3	1058.4575825217635
3637.8	1059.3650301133694
3639.3	1060.2710752659987
3640.8	1061.1757195333885
3642.2	1062.0187916431678
3643.7	1062.9207319353372
3645.2	1063.8212758955615
3646.7	1064.7204250746254
3648.2	1065.6181810225607
3649.6	1066.4548309366328
3651.1	1067.3498976968149
3652.6	1068.2435757683197
3654.1	1069.135866698225
3655.5	1069.967421420315
3657.0	1070.8570349271959
3658.5	1071.74526582627
3660.0	1072.6321156616796
3661.4	1073.458597509938
3662.9	1074.3427816646163
3664.4	1075.2255892807643
3665.9	1076.1070218995683
3667.3	1076.9284531495705
3668.8	1077.80723180751
3670.3	1078.6846399845945
3671.8	1079.5606792190538
3673.2	1080.377082103776
3674.7	1081.2504790748062
3676.2	1082.1225116110509
3677.7	1082.993181247799
3679.1	1083.8045779576205
3680.6	1084.6726170059355
3682.1	1085.5392976539388
3683.6	1086.4046214339596
3685.0	1087.2110341166754
3686.5	1088.073738960842
3688.0	1088.9350914275547
3689.5	1089.7950930462048
3690.9	1090.5965438070107
3692.4	1091.4539381199484
3693.9	1092.3099860667025
3695.4	1093.1646891737091
3696.8	1093.961200075204
3698.3	1094.8133074842044
3699.8	1095.664074526685
3701.3	1096.5135027261276
3702.7	1097.3050957883333
3704.2	1098.1519398750515
3705.7	1098.9974495833121
3707.2	1099.8416264336465
3708.6	1100.6283236339805
3710.1	1101.4699279344404
3711.6	1102.3102038328998
3713.1	1103.1491528469396
3714.6	1103.9867764933952
3716.0	1104.7673641248111
3717.5	1105.602429692246
3719.0	1106.4361743371755
3720.4	1107.2131455756553
3721.9	1108.0443407291168
3723.4	1108.8742193986836
3724.9	1109.702783096045
3726.3	1110.4749241493628
3727.8	1111.3009498508127
3729.3	1112.1256650100258
3730.8	1112.9490711357303
3732.2	1113.7164038109258
3733.7	1114.5372834138525
3735.2	1115.356858404588
3736.7	1116.175130288917
3738.2	1116.9921005718825
3739.6	1117.7534331626975
3741.1	1118.5678912811982
3742.6	1119.3810522087933
3744.1	1120.19291744757
3745.5	1120.949490662304
3747.0	1121.7588551591798
3748.5	1122.5669283690459
3750.0	1123.3737117910387
3751.4	1124.125547298141
3752.9	1124.9298413783654
3754.4	1125.7328500638723
3755.9	1126.5345748508553
3757.3	1127.2816942761747
3758.8	1128.0809410990842
3760.3	1128.8789084079708
3761.8	1129.6755976960721
3763.2	1130.4180226228655
3764.7	1131.2122453021711
3766.2	1132.0051943365343
3767.7	1132.796871216262
3769.1	1133.5346231851945
3770.6	1134.323844788958
3772.1	1135.1117986052723
3773.6	1135.898486121485
3775.0	1136.6315866306268
3776.5	1137.4158301812859
3778.0	1138.1988117903857
3779.5	1138.9805329423125
3780.9	1139.7090034471457
3782.4	1140.4882919214997
3783.9	1141.2663242885792
3785.4	1142.0431020298183
3786.8	1142.7669639432333
3788.3	1143.5413202724467
3789.8	1144.3144263170616
3791.3	1145.0862835555708
3792.7	1145.8055582478573
3794.2	1146.5750053174652
3795.7	1147.3432079135418
3797.2	1148.1101675116497
3798.6	1148.8248763105203
3800.1	1149.589436960403
3801.6	1150.3527589362493
3803.1	1151.1148437106367
3804.5	1151.8250079011978
3806.0	1152.5847049256208
3807.5	1153.3431690638809
3809.0	1154.100401785614
3810.4	1154.8060426103784
3811.9	1155.5608987579726
3813.4	1156.3145277956646
3814.9	1157.066931190162
3816.3	1157.7680698490603
3817.8	1158.518107822807
3819.3	1159.2669244513272
3820.8	1160.0145211983745
3822.2	1160.711178848729
3823.7	1161.4564213059894
3825.2	1162.2004481710937
3826.7	1162.9432609048326
3828.2	1163.6848609672616
3829.6	1164.37592821388
3831.1	1165.1151879156769
3832.6	1165.853239224638
3834.1	1166.5900835978464
3835.5	1167.2767173733464
3837.0	1168.0112324663278
3838.5	1168.7445448933795
3839.9	1169.4278860361828
3841.4	1170.1588774317534
3842.9	1170.8886704247634
3844.4	1171.6172664671558
3845.9	1172.3446670101239
3847.3	1173.0224968569746
3848.8	1173.7475902132228
3850.3	1174.4714923225638
3851.8	1175.1942046332479
3853.2	1175.8676639373734
3854.7	1176.5880800744399
3856.2	1177.3073106567117
3857.7	1178.025357129478
3859.1	1178.6944667818389
3860.6	1179.4102280716688
3862.1	1180.1248094872026
3863.6	1180.838212470795
3865.0	1181.5029933197402
3866.5	1182.2141220886315
3868.0	1182.9240766521416
3869.5	1183.6328584496641
3870.9	1184.293331300958
3872.4	1184.9998498295936
3873.9	1185.7051998101488
3875.4	1186.4093826790631
3876.8	1187.0655682958732
3878.3	1187.767498819294
3879.8	1188.4682664403263
3881.3	1189.1678725924703
3882.7	1189.819791695376
3884.2	1190.5171564029788
3885.7	1191.2133638422947
3887.2	1191.9084154438697
3888.6	1192.5560887108477
3890.1	1193.2489097464058
3891.6	1193.940579136166
3893.1	1194.6310983077383
3894.5	1195.2745463741921
3896.0	1195.962845835831
3897.5	1196.6499992625722
3899.0	1197.3360080790662
3900.4	1197.9752515377859
3901.9	1198.6590514780146
3903.4	1199.3417109826278
3904.9	1200.023231473333
3906.3	1200.6582908745368
3907.8	1201.3376133002075
3909.3	1202.015800877958
3910.8	1202.6928550265457
3912.2	1203.3237508778402
3913.7	1203.998617750187
3915.2	1204.6723553507
3916.7	1205.3449650951861
3918.2	1206.0164483986919
3919.6	1206.6421510962064
3921.1	1207.3114606234758
3922.6	1207.9796478562512
3924.1	1208.6467142066285
3925.5	1209.2682994270453
3927.0	1209.9332027394266
3928.5	1210.5969893072452
3929.9	1211.2155171285704
3931.4	1211.877148651969
3932.9	1212.5376675621792
3934.4	1213.1970752661637
3935.8	1213.8115211421155
3937.3	1214.4687845007484
3938.8	1215.1249407758805
3940.3	1215.7799913715135
3941.8	1216.4339376908938
3943.2	1217.0432925236637
3944.7	1217.6951078851707
3946.2	1218.3458230822962
3947.7	1218.9954395153527
3949.1	1219.6007580914993
3950.6	1220.2482542151865
3952.1	1220.894655678032
